"barcodes" "embedding" "cluster" "membership_prob" "outlier_scores"
"TCGA-HQ-A5ND-01A-11R-A26T-07" "A5ND" -9.30704807562708 1 0.501056513746663 0.1384860578213
"TCGA-FD-A3SO-01A-11R-A22U-07" "A3SO" 12.7819978624807 4 0.321314883046603 0.481668695184736
"TCGA-XF-A9SV-01A-21R-A42T-07" "A9SV" 12.0367349699285 4 0.437967203201018 0.374086807330971
"TCGA-XF-AAN7-01A-11R-A42T-07" "AAN7" 9.6856639677904 4 0.409980857123924 0.403775713929605
"TCGA-BT-A3PH-01A-11R-A220-07" "A3PH" -2.29200106796537 2 0.187476726828529 0.326240519753221
"TCGA-XF-A8HH-01A-11R-A38B-07" "A8HH" 10.5777367557633 4 0.472746375843436 0.332799764455113
"TCGA-S5-A6DX-01A-11R-A31N-07" "A6DX" -4.77961528963667 2 0.0448966571861947 0.42682091698307
"TCGA-FD-A5BT-01A-11R-A26T-07" "A5BT" 14.5298695108079 4 0.403607719019792 0.410147056814726
"TCGA-BT-A20P-01A-11R-A14Y-07" "A20P" -11.3918383879728 0 0 0.632245568109088
"TCGA-ZF-AA52-01A-12R-A39I-07" "AA52" 12.7520427514504 4 0.337999042828265 0.468605387321373
"TCGA-CF-A9FL-01A-11R-A38B-07" "A9FL" 2.05796042232952 0 0 0.703212072170173
"TCGA-XF-AAN0-01A-11R-A42T-07" "AAN0" -3.67799246492553 2 0.379128922736174 0.11826258579638
"TCGA-GU-A42R-01A-11R-A23N-07" "A42R" -7.43101499266224 1 0.494562215627508 0.149555527788337
"TCGA-GC-A3I6-01A-11R-A20F-07" "A3I6" 4.29296963283598 3 0.12089899084752 0.469510030786428
"TCGA-FD-A3SQ-01A-21R-A22U-07" "A3SQ" 14.0407827564162 4 0.648216257770845 0
"TCGA-CF-A47T-01A-11R-A23W-07" "A47T" -11.9563382143541 0 0 0.74583421615373
"TCGA-DK-A1A5-01A-11R-A13Y-07" "A1A5" 13.621498923325 4 0.47556182938609 0.329217890800445
"TCGA-BT-A0YX-01A-11R-A10U-07" "A0YX" -1.86311801051069 0 0 0.594596871981365
"TCGA-G2-A2EL-01A-12R-A18C-07" "A2EL" -7.41341795356314 1 0.48834203200313 0.159894310941083
"TCGA-GV-A3QF-01A-31R-A22U-07" "A3QF" -7.9663477023392 1 0.458736854501936 0.205845117404112
"TCGA-E7-A97P-01A-11R-A38B-07" "A97P" 5.84518244846163 3 0.333671128787796 0.300113971600068
"TCGA-XF-A9T8-01A-11R-A39I-07" "A9T8" 5.61989872252674 3 0.430137583019035 0.181637087506866
"TCGA-XF-A9SH-01A-11R-A39I-07" "A9SH" -6.61281895863085 1 0.28139044669119 0.401835436521428
"TCGA-XF-A9SU-01A-31R-A39I-07" "A9SU" 11.0877227196489 4 0.487582363920783 0.313482367779452
"TCGA-FD-A62O-01A-11R-A30C-07" "A62O" 1.76370246440217 0 0 0.637158757988485
