"barcodes" "embedding" "cluster" "membership_prob" "outlier_scores"
"TCGA-DD-A4ND-01A-11R-A266-07" "A4ND" -5.84951644789364 2 0.256870935405471 0.214242421819803
"TCGA-DD-AACI-01A-11R-A41C-07" "AACI" 0.826267710749668 1 0.326063117623213 0.132948357546679
"TCGA-2Y-A9H4-01A-11R-A38B-07" "A9H4" 8.79386284185 1 0.0637409565612387 0.375879907521679
"TCGA-BC-A69I-01A-11R-A311-07" "A69I" -5.19677126841985 2 0.204599744629305 0.26587992632844
"TCGA-CC-A7IH-01A-11R-A33J-07" "A7IH" 11.541163962287 0 0 0.674314788748688
"TCGA-DD-AACT-01A-11R-A41C-07" "AACT" -3.9825583703941 2 0.25570722597003 0.215470961904569
"TCGA-DD-AAE0-01A-11R-A41C-07" "AAE0" -1.20920714122693 0 0 0.418306380064257
"TCGA-DD-AACA-01A-11R-A41C-07" "AACA" -10.5789419157039 0 0 0.41669221525624
"TCGA-CC-A9FS-01A-11R-A37K-07" "A9FS" 9.7534488052228 0 0 0.476381786109947
"TCGA-DD-AACP-01A-11R-A41C-07" "AACP" 3.09550789204711 1 0.267592020160547 0.0769110148727882
"TCGA-G3-A3CI-01A-11R-A213-07" "A3CI" -7.540666991195 2 0.177112225286664 0.290402273536597
"TCGA-DD-AAW2-01A-11R-A41C-07" "AAW2" -10.4601321535577 0 0 0.41669221525624
"TCGA-RC-A7SH-01A-11R-A38B-07" "A7SH" 4.04740763483677 1 0.205031254888236 0.264954648383676
"TCGA-DD-AADA-01A-11R-A41C-07" "AADA" -5.15926035419301 2 0.236929680794991 0.234776560724497
"TCGA-K7-A5RG-01A-11R-A28V-07" "A5RG" -9.39077000858267 0 0 0.430398276627399
"TCGA-2Y-A9GX-01A-11R-A38B-07" "A9GX" -5.77826903553723 2 0.303910842815742 0.161142954110767
"TCGA-DD-A73A-01A-12R-A32O-07" "A73A" -9.31787905134054 0 0 0.458482084769363
"TCGA-XR-A8TD-01A-12R-A39D-07" "A8TD" -3.23586659376077 2 0.220680172580153 0.250732146769141
"TCGA-MI-A75G-01A-11R-A32O-07" "A75G" 2.23938724430208 1 0.203470995341946 0.266394472319915
"TCGA-G3-A3CJ-01A-11R-A213-07" "A3CJ" 8.69257351961719 1 0.0942722829851507 0.354841339403237
"TCGA-ED-A4XI-01A-11R-A266-07" "A4XI" -6.38833828604337 2 0.42501313325567 0.0146269917538604
"TCGA-DD-A73D-01A-12R-A32O-07" "A73D" 11.0275775364855 0 0 0.567396817047724
"TCGA-EP-A12J-01A-11R-A131-07" "A12J" -10.9880207256143 0 0 0.467291219606071
"TCGA-DD-A4NL-01A-11R-A28V-07" "A4NL" -6.57467567225252 2 0.407412939887173 0.0146269917538604
"TCGA-DD-A73G-01A-22R-A32O-07" "A73G" -4.01677001652924 2 0.272141846415414 0.19775674532819
"TCGA-DD-AAED-01A-12R-A41C-07" "AAED" 4.03279332957224 1 0.214765302796563 0.139011888780666
"TCGA-ED-A5KG-01A-11R-A27V-07" "A5KG" -11.3451510265843 0 0 0.584179690598342
"TCGA-DD-A1EH-01A-11R-A131-07" "A1EH" -11.3317531324148 0 0 0.580728355262501
"TCGA-ED-A627-01A-12R-A311-07" "A627" -6.74202893244485 2 0.311669203721821 0.151687971498039
"TCGA-DD-AAVU-01A-11R-A41C-07" "AAVU" 7.04087391089736 1 0.253689868155273 0.0941061765596752
"TCGA-ED-A8O5-01A-11R-A36F-07" "A8O5" -10.6333231282662 0 0 0.41669221525624
"TCGA-DD-AACX-01A-11R-A41C-07" "AACX" 11.1299806505219 0 0 0.593973839079271
"TCGA-5R-AA1D-01A-11R-A38B-07" "AA1D" -7.19001128570793 2 0.258694357379096 0.212309659472371
"TCGA-KR-A7K8-01A-11R-A33J-07" "A7K8" -3.98378477839709 2 0.254650208478799 0.216583541427739
"TCGA-MR-A8JO-01A-12R-A36F-07" "A8JO" -7.00541225114774 2 0.289405062358473 0.17826702226567
"TCGA-3K-AAZ8-01A-12R-A39D-07" "AAZ8" 7.82659631368003 1 0.25051294078477 0.0979460812612595
"TCGA-DD-A4NJ-01A-11R-A27V-07" "A4NJ" 2.27580033094927 1 0.172031822599419 0.294250556091174
"TCGA-DD-AAE4-01A-11R-A41C-07" "AAE4" -4.86898493895448 2 0.33895930795575 0.116666642313111
"TCGA-MI-A75E-01A-11R-A32O-07" "A75E" -2.9794046781413 2 0.135401109160282 0.324635619756583
"TCGA-DD-A73C-01A-12R-A33J-07" "A73C" -2.4460348366566 2 0.0714413915910512 0.371155155115479
"TCGA-2Y-A9H9-01A-21R-A39D-07" "A9H9" 1.29515236932495 1 0.327807631862713 0.130698132747439
"TCGA-DD-AADL-01A-11R-A41C-07" "AADL" 4.95274174755455 1 0.282622091484459 0.0575710085524239
"TCGA-UB-A7MC-01A-11R-A33R-07" "A7MC" 11.0859816845901 0 0 0.582965601582367
"TCGA-2Y-A9H6-01A-11R-A39D-07" "A9H6" -6.18094214952764 2 0.368081872731465 0.0759573608133348
"TCGA-UB-A7MB-01A-11R-A33R-07" "A7MB" 4.89624772617183 1 0.254490777093087 0.0931329646427592
"TCGA-DD-AAEA-01A-11R-A41C-07" "AAEA" 6.08046834777802 1 0.241874719661288 0.108224252188217
"TCGA-DD-AAD3-01A-11R-A41C-07" "AAD3" -6.0208382378327 2 0.292762797436783 0.174365698022061
"TCGA-DD-A1EA-01A-11R-A131-07" "A1EA" 10.714309641917 0 0 0.459082440501918
"TCGA-DD-AAE1-01A-11R-A41C-07" "AAE1" 5.00000747491556 1 0.26031539690039 0.0859918727846922
"TCGA-UB-A7MA-01A-11R-A33R-07" "A7MA" 3.27650793942456 1 0.252503711127999 0.0955436851341452
"TCGA-G3-AAV0-01A-11R-A37K-07" "AAV0" -4.56024469438753 2 0.404306482696473 0.0197655722118845
"TCGA-WQ-A9G7-01A-11R-A37K-07" "A9G7" 6.05975552949041 1 0.223991207658078 0.128775671769474
"TCGA-G3-A7M6-01A-11R-A33R-07" "A7M6" -1.37786487731341 0 0 0.444421769555992
"TCGA-5R-AA1C-01A-11R-A41C-07" "AA1C" -10.2453271287236 0 0 0.417656833311831
"TCGA-CC-A123-01A-11R-A131-07" "A123" 7.21297804572509 1 0.25818682553661 0.0886145432802123
"TCGA-BC-A216-01A-11R-A155-07" "A216" 3.67439452226647 1 0.308037489845905 0.022956115558176
"TCGA-DD-AACN-01A-11R-A41C-07" "AACN" -1.88008801692526 2 0.052520094070002 0.383713268833953
"TCGA-RC-A6M6-01A-11R-A32O-07" "A6M6" 11.5980415024655 0 0 0.682991578412947
"TCGA-ED-A7XO-01A-11R-A352-07" "A7XO" -4.14992688815433 2 0.27828548221846 0.190927604080895
"TCGA-T1-A6J8-01A-11R-A32O-07" "A6J8" 1.0342406786446 1 0.415661919225336 0
"TCGA-DD-AACW-01A-11R-A41C-07" "AACW" 10.2968342931541 0 0 0.510868974716014
"TCGA-DD-A1EI-01A-11R-A131-07" "A1EI" -11.5361196806071 0 0 0.627845407306197
"TCGA-K7-A6G5-01A-11R-A311-07" "A6G5" -1.83703945993749 2 0.0275793909385653 0.399519828529033
"TCGA-BC-4073-01B-02R-A131-07" "4073" -1.0124035907163 0 0 0.451769195814676
"TCGA-DD-A118-01A-11R-A131-07" "A118" -8.89464321060808 0 0 0.422598611132547
"TCGA-2Y-A9H3-01A-11R-A38B-07" "A9H3" -5.21096572910137 2 0.192365811727405 0.277000277415168
"TCGA-G3-A25V-01A-11R-A16W-07" "A25V" -3.03395602705741 2 0.152931508141262 0.310658701529781
"TCGA-DD-A4NI-01A-11R-A27V-07" "A4NI" -5.8871245966826 2 0.263174380772908 0.207520370038672
"TCGA-DD-AAE3-01A-11R-A41C-07" "AAE3" -6.21359452695591 2 0.396224329391686 0.032887010033373
"TCGA-DD-AAVZ-01A-11R-A41C-07" "AAVZ" 2.04206119541182 1 0.20228048544377 0.267489299042997
"TCGA-2Y-A9H0-01A-11R-A38B-07" "A9H0" 6.2584904015021 1 0.250844577484497 0.0975467593374036
"TCGA-G3-A7M8-01A-11R-A33R-07" "A7M8" -5.52498383294628 2 0.254532427009184 0.216707318698749
"TCGA-BC-A69H-01A-11R-A311-07" "A69H" 1.46164630511019 1 0.328496043933257 0.129806942318914
"TCGA-G3-A5SK-01A-11R-A27V-07" "A5SK" 1.28601440915864 1 0.335697375211482 0.120373668611216
"TCGA-DD-AADJ-01A-11R-A41C-07" "AADJ" 4.70388118213004 1 0.343733457645767 0
"TCGA-ED-A66X-01A-11R-A311-07" "A66X" -2.41179323316007 2 0.0997090494210837 0.351410459368015
"TCGA-WJ-A86L-01A-12R-A39D-07" "A86L" 5.31958670859952 1 0.295569623950372 0.0402490270217388
"TCGA-DD-AACU-01A-11R-A41C-07" "AACU" 9.36664864813334 0 0 0.497807854437479
"TCGA-RC-A7SK-01A-11R-A352-07" "A7SK" 7.89493102731622 1 0.212246714637972 0.141764621777024
"TCGA-ED-A7PY-01A-11R-A33R-07" "A7PY" 7.70948056652265 1 0.190891545714212 0.277800055506196
"TCGA-DD-A4NF-01A-11R-A27V-07" "A4NF" -10.8728062357998 0 0 0.492426293745264
"TCGA-WX-AA44-01A-11R-A39D-07" "AA44" 3.44112594552911 1 0.278253864487403 0.0632748752732707
"TCGA-RC-A7SB-01A-21R-A352-07" "A7SB" 2.96598594500927 1 0.309598718692523 0.0207466916505114
"TCGA-DD-AACY-01A-11R-A41C-07" "AACY" 0.883040593104962 1 0.358427658578822 0.0892093641688652
"TCGA-DD-AAEG-01A-11R-A39D-07" "AAEG" 0.939689227335014 1 0.401378304702977 0.023860836709688
"TCGA-5C-AAPD-01A-21R-A39D-07" "AAPD" -4.12053278418801 2 0.265019461767366 0.205530944431222
"TCGA-G3-A3CH-01A-11R-A22L-07" "A3CH" -6.1885146245253 2 0.374608443419934 0.0663140748745364
"TCGA-FV-A4ZQ-01A-11R-A266-07" "A4ZQ" 4.60198162642835 1 0.317146405128209 0.00992285332259324
"TCGA-DD-AAVY-01A-11R-A41C-07" "AAVY" 11.8267592484329 0 0 0.713667060676606
"TCGA-RG-A7D4-01A-12R-A33R-07" "A7D4" 5.22086482419589 1 0.275699144887242 0.0665788476753597
"TCGA-EP-A3RK-01A-11R-A22L-07" "A3RK" 0.687464073659011 1 0.340471801659311 0.114005917798808
"TCGA-G3-A5SJ-01A-11R-A27V-07" "A5SJ" 2.37001091054901 1 0.195764626572425 0.273424049623345
"TCGA-G3-A7M7-01A-12R-A352-07" "A7M7" 7.91953694144804 1 0.19927323687564 0.270240352033905
"TCGA-DD-A73F-01A-11R-A32O-07" "A73F" -7.83639459844365 2 0.170211909682565 0.296303115355953
"TCGA-DD-A4NB-01A-12R-A266-07" "A4NB" -7.09992346196408 2 0.282813717136512 0.185819210401355
"TCGA-G3-A5SM-01A-12R-A28V-07" "A5SM" -1.50524450458225 0 0 0.456654953653001
"TCGA-ZP-A9D1-01A-11R-A38B-07" "A9D1" -2.19276990012629 2 0.152286158159964 0.31118348521517
"TCGA-DD-AAE6-01A-11R-A41C-07" "AAE6" 6.52027297667668 1 0.212309131568297 0.141696614872345
"TCGA-DD-AAD5-01A-11R-A41C-07" "AAD5" -5.44766864478456 2 0.235146349813248 0.236560753905615
"TCGA-DD-AADS-01A-11R-A41C-07" "AADS" -4.4569863010763 2 0.36239355228935 0.0842010833364423
"TCGA-K7-A5RF-01A-11R-A28V-07" "A5RF" -5.91920360381769 2 0.267886489726305 0.202419726071141
"TCGA-DD-AACJ-01A-11R-A41C-07" "AACJ" 6.58905193663739 1 0.271693100420138 0.0717131209397011
"TCGA-MR-A520-01A-11R-A266-07" "A520" -7.94422741410718 2 0.141996595108385 0.319444082923104
"TCGA-DD-A4NH-01A-11R-A27V-07" "A4NH" -0.667269208489785 0 0 0.434874433966115
"TCGA-BD-A2L6-01A-11R-A213-07" "A2L6" 1.43853944413409 1 0.333421400232303 0.123377076644365
"TCGA-ED-A82E-01A-11R-A352-07" "A82E" -3.63683949941851 2 0.31562023412666 0.146790534746493
"TCGA-FV-A496-01A-11R-A266-07" "A496" 4.43710840900818 1 0.28210086094489 0.0582552589505565
"TCGA-CC-A3MC-01A-11R-A22L-07" "A3MC" 0.827648508953058 1 0.327255303104756 0.131411836508829
"TCGA-FV-A495-01A-11R-A266-07" "A495" -5.57618925766445 2 0.210399455403527 0.26048772627237
"TCGA-ED-A7PX-01A-51R-A352-07" "A7PX" -4.16922525696196 2 0.294918375458004 0.171841565931587
"TCGA-DD-AAW3-01A-11R-A41C-07" "AAW3" 10.1753220399417 0 0 0.504492610098656
"TCGA-DD-AAD1-01A-11R-A41C-07" "AAD1" -6.5859087579157 2 0.397731359208065 0.030467046560311
"TCGA-LG-A9QD-01A-11R-A38B-07" "A9QD" 0.516614106088331 1 0.366313460006059 0.0778751892374867
"TCGA-LG-A9QC-01A-11R-A37K-07" "A9QC" 1.45133460005997 1 0.322374022641966 0.13766871356834
"TCGA-WQ-AB4B-01A-11R-A41C-07" "AB4B" 0.501666444230199 1 0.379219317941367 0.0587044705758519
"TCGA-BD-A3ER-01A-11R-A213-07" "A3ER" -2.87804039327958 2 0.139884023385154 0.321115628651336
"TCGA-2Y-A9H2-01A-12R-A38B-07" "A9H2" 3.12332858945928 1 0.283610071399116 0.0562712960950497
"TCGA-ED-A7XP-01A-11R-A352-07" "A7XP" -8.52672433547531 0 0 0.485701246613997
"TCGA-DD-AADQ-01A-11R-A41C-07" "AADQ" 3.44706086133035 1 0.273129639647706 0.0698785152260217
"TCGA-G3-A25Z-01A-11R-A16W-07" "A25Z" 8.92753737683914 0 0 0.430257433344092
"TCGA-DD-AAE9-01A-11R-A41C-07" "AAE9" 11.6855842146736 0 0 0.695478577301172
